Front,Back,Tags
お寺,"Kanji: お寺<br>Romaji: otera<br>Meaning: wihara<br>Example: お寺でお祈りをしてから、近くの公園でお弁当を食べました
Oteride oinori o shite kara, chikaku no kōen de obentō o tabemashita
(Saya berdoa di kuil setelah itu, lalu makan bento di taman yang dekat)

お寺の庭はとても静かで、心が落ち着きます
Otera no niwa wa totemo shizukade, kokoro ga ochitsukimasu
(Halaman kuil sangat tenang, membuat hati tenang)",place
陸,"Kanji: 陸<br>Romaji: riku<br>Meaning: daratan<br>Example: 陸に上がった魚は、すぐに水を探し始めました。でも、陸では泳げないので、とても困っていました
Riku ni agatta sakana wa, sugu ni mizu o sagashihajimemashita Demo, riku de wa oyogenai node, totemo komatteimashita
(When the fish came onto land, it immediately started looking for water. But since it can't swim on land, it was very troubled)

陸の上で生きる動物は、水のない環境にも慣れています
Riku no ue de ikiru doubutsu wa, mizu no nai kankyou ni mo nareteimasu
(Animals that live on land are used to environments without water)",place
廊下,"Kanji: 廊下<br>Romaji: rouka<br>Meaning: koridor<br>Example: 廊下を走るのは危ないから、ゆっくり歩いてください
ろうかをはしるのはあぶないから、ゆっくりあるいてください
(Don't run in the hallway because it's dangerous, please walk slowly)

廊下で友達と話す時は、大きな声で話さないでください
ろうかでともだちとはなすときは、おおきなこえではなさないでください
(When talking to friends in the hallway, don't speak loudly)",place
旅館,"Kanji: 旅館<br>Romaji: ryokan<br>Meaning: inn<br>Example: 旅館に泊まった時、お風呂がとても広くて、温泉が気持ちよかったです
ryokan ni tomattatoki, ofuro ga totemo hirokute, onsen ga kimochi ga ii desu
(Ketika menginap di ryokan, kamar mandi sangat luas, dan air panasnya sangat menyenangkan)

旅館の部屋は和室で、畳の上で寝るととても快適でした
ryokan no heya wa washitsu de, tatami no ue de nete to totemo kaiteki deshita
(Kamar di ryokan adalah ruang Jepang, tidur di atas tatami sangat nyaman)",place
寮,"Kanji: 寮<br>Romaji: ryou<br>Meaning: dorm<br>Example: 寮に住んでいる時は、友達と一緒にご飯を食べたり、勉強をしたりして楽しかったです
りょうにすんでいるときは、ともだちといっしょにごはんをたべたり、べんきょうをしたりしてたのしかったです
(When I lived in the dormitory, it was fun to eat meals with friends and study together)",place
沢,"Kanji: 沢<br>Romaji: sawa<br>Meaning: sungai kecil<br>Example: 沢山の果物を買いましたが、冷蔵庫に入れる場所がありませんでした
Tawaramono no kudamono o kaimashita ga, reizōko ni ireru basho ga arimasen deshita
(Saya membeli banyak buah, tetapi tidak ada tempat di lemari es untuk menyimpannya)

沢山の水が流れる川で、子供たちが楽しそうに遊んでいました
Tawaramono no mizu ga nagareru kawa de, kodomotachi ga tanoshisō ni asonde imashita
(Di sungai yang mengalir banyak air, anak-anak bermain dengan senang)",place
世界,"Kanji: 世界<br>Romaji: sekai<br>Meaning: world<br>Example: 世界中の人々は、お互いに助け合うことが大切だと考えています
sekai jū no hito-tachi wa, otagai ni tasukeai suru koto ga taisetsu da to kangaete imasu
(Orang-orang di seluruh dunia percaya bahwa membantu satu sama lain sangat penting)

世界の多くの国では、環境保護のために努力しています
sekai no ōku no kuni de wa, kankyō hogo no tame ni doryoku shite imasu
(Banyak negara di dunia berusaha untuk melindungi lingkungan)",place
席,"Kanji: 席<br>Romaji: seki<br>Meaning: seat<br>Example: 席に座って、ゆっくりとお茶を飲みながら、友達と話をしました
seki ni suwatte yukkuri to ocha o nomi nagara tomodachi to hanashi o shimashita
(Ketika duduk di kursi, minum teh dengan santai sambil berbicara dengan teman)

席が空いていたので、すぐに席に座りました
seki ga aiteita node sugu ni seki ni suwari mashita
(Kursi kosong, jadi saya duduk langsung)",place
志賀高原,"Kanji: 志賀高原<br>Romaji: shigakougen<br>Meaning: taman nasional<br>Example: 志賀高原は長野県にある有名な観光地です 夏は涼しくて、冬はスキーやスノーボードが楽しめます 私は去年家族と一緒に行って、とても楽しかったです

Shiga Kōgen wa Nagano-ken ni aru yūmei na kankōchi desu Natsu wa suzushikute, fuyu wa sukī ya sunōbōdo ga tanoshimeraremasu Watashi wa kyonen kazoku to issho ni itte, totemo tanoshikatta desu

(Shiga Kōgen is a famous tourist spot in Nagano Prefecture. It's cool in summer and you can enjoy skiing and snowboarding in winter. I went there with my family last year and had a lot of fun.)",place
島,"Kanji: 島<br>Romaji: shima<br>Meaning: island<br>Example: 島の近くに小さな漁村がありますその村では毎日新鮮な魚を食べられます
shima no chikaku ni chiisana gyomura ga arimasu sono mura dewa mainichi shinsen na sakana o taberaremasu
(Di dekat pulau itu ada sebuah desa nelayan kecil di desa itu setiap hari bisa makan ikan segar)

島へ行く船は朝の6時に出発しますので早く起きないと間に合いません
shima e iku fune wa asa no roku-ji ni shuppatsu shimasu node hayaku okinai to ma ni aimasen
(Pergi ke pulau dengan kapal itu berangkat jam 6 pagi jadi harus bangun cepat kalau tidak terlambat)",place
森林,"Kanji: 森林<br>Romaji: shinrin<br>Meaning: hutan (istilah resmi)<br>Example: 森林は自然の宝庫で、動物や植物がたくさん住んでいます。夏には涼しく、秋には紅葉が美しいです
Morin wa shizen no takara-guro de, doubutsu ya shokubutsu ga takusan sunde imasu Natsu ni wa suzushiku, aki ni wa kouyou ga utsukushii desu
(Forests are a treasure trove of nature, where many animals and plants live Summer is cool, and in autumn, the autumn leaves are beautiful)",place
支店,"Kanji: 支店<br>Romaji: shiten<br>Meaning: kantor cabang<br>Example: 支店に行ったら、新しい商品がたくさん売っていました。でも、店員さんが忙しそうだったので、質問するのをためらいました
shiten ni itta ra, atarashii shōhin ga takusan utte imashita demo, ten'in-san ga isogashisō dattano de, shitsumon suru no o tameraimashita
(When I went to the branch, there were many new products on sale. But the staff looked busy, so I hesitated to ask questions)

支店の場所は駅から近いので、通勤するのに便利です
shiten no basho wa eki kara chikai node, tsūkin suru no ni benri desu
(The branch is close to the station, so it's convenient for commuting)",place
室,"Kanji: 室<br>Romaji: shitsu<br>Meaning: room<br>Example: 室のドアを開けると、中には大きな机と本棚があった
Shitsu no doa o ake ru to, naka ni wa ookina tsukue to hon tana ga atta
(Ketika membuka pintu kamar, di dalamnya ada meja besar dan rak buku)

室の温度を調節するために、エアコンのスイッチを押した
Shitsu no ondou o chousei suru tame ni, eakon no suitchi o osu ta
(Menekan tombol AC untuk menyesuaikan suhu kamar)",place
市役所,"Kanji: 市役所<br>Romaji: shiyakusho<br>Meaning: balai kota<br>Example: 市役所で住民票を取りに行きましたが、混んでいて待つ時間が長かったです
Shiyakusho de jūmintō o torini ikimashita ga, kondeite ite matsu jikan ga nagakatta desu
(I went to the city hall to get my residence certificate, but it was crowded and I had to wait for a long time)

市役所の窓口で手続きをする時は、必ず予約をしておいた方がいいです
Shiyakusho no madoguchi de tetsuzuki o suru toki wa, kanarazu yoyaku o shite oita hō ga ii desu
(When doing procedures at the city hall counter, it's better to make a reservation in advance)",place
自然,"Kanji: 自然<br>Romaji: shizen<br>Meaning: alam<br>Example: 自然の美しさは、山や川、森などの風景から感じられます
Shizen no utsukushisa wa, yama ya kawa, mori nado no fuukei kara kanjiraremasu
(Keindahan alam dapat dirasakan dari pemandangan pegunungan, sungai, hutan, dan sebagainya)

この公園は自然が豊かで、リラックスできる場所です
Kono koen wa shizen ga yutakade, rirakkusu dekiru basho desu
(Taman ini kaya akan alam dan merupakan tempat yang nyaman untuk bersantai)",place
書店,"Kanji: 書店<br>Romaji: shouten<br>Meaning: bookstore (formal)<br>Example: 書店で新しい本を買いましたが、家に帰ってから読み始めました
Shoten de atarashii hon o kaimashita ga, ie ni kaette kara yomihajimemashita
(Saya membeli buku baru di toko buku, dan mulai membacanya setelah pulang ke rumah)

書店で働いている友達に会いました
Shoten de hataraite iru tomodachi ni aimashita
(Saya bertemu teman yang bekerja di toko buku)",place
首都,"Kanji: 首都<br>Romaji: shuto<br>Meaning: capital<br>Example: 東京は日本の首都で、とてもにぎやかで、たくさんの観光客が来ます
Tōkyō wa Nihon no shuto de, totemo nigiyaka de, takusan no kankōkyaku ga kimasu
(Tokyo adalah ibu kota Jepang, sangat ramai, dan banyak wisatawan yang datang)

この国の首都は歴史が深く、古い建物が多いです
Kono kuni no shuto wa rekishi ga fukaku, furui tate mono ga ooi desu
(Ibu kota negara ini memiliki sejarah yang dalam, dan banyak bangunan tua)",place
終点,"Kanji: 終点<br>Romaji: shuuten<br>Meaning: last stop<br>Example: 電車の終点まで行きましたが、そこは静かな田舎で、駅前には小さな店しかありませんでした
Densha no shūten made ikimashita ga, soko wa shizukana inaka de, eki mae ni wa chiisa na mise shika arimasen deshita
(We went to the end of the train line, but it was a quiet countryside, and there were only small shops in front of the station)",place
空,"Kanji: 空<br>Romaji: sora<br>Meaning: sky<br>Example: 空が青くて、雲が少なくて、とてもきれいな日でした
Sora ga aoku te, kumo ga sukunakute, totemo kirei na hi deshita
(The sky was blue, there were few clouds, and it was a very beautiful day)

空を見上げると、鳥が飛んでいるのが見えました
Sora o miageru to, tori ga tonde iru no ga mieteshimashita
(When I looked up at the sky, I could see birds flying)",place
隅,"Kanji: 隅<br>Romaji: sumi<br>Meaning: sudut (ruangan)<br>Example: 部屋の隅に置いてある本は、誰が読んだのかわからない
heya no sumi ni oite aru hon wa dare ga yonda no ka wakaranai
(The book placed in the corner of the room, I don't know who read it)

この公園の隅には、小さな噴水があります
kono kōen no sumi ni wa chiisana funsui ga arimasu
(In the corner of this park, there is a small fountain)",place
体育館,"Kanji: 体育館<br>Romaji: taiikukan<br>Meaning: gor<br>Example: 体育館でバスケットボールをするのが好きです 体育館は大きくて明るいので、練習するのに最適です
taiiikukan de basukettobōru o suru no ga suki desu taiiikukan wa ōkikute akarui node, renshū suru no ni saiteki desu
(Saya suka bermain basket di gedung olahraga Gedung olahraga itu besar dan cerah, jadi cocok untuk berlatih)",place
大使館,"Kanji: 大使館<br>Romaji: taishikan<br>Meaning: embassy<br>Example: 大使館でビザの申請をする前に、必要な書類を全部準備しておくことが大切です
taishikan de biza no shinsei o suru mae ni, hitsuyō na shorui o zenbu junbi shite oku koto ga daijō desu
(It's important to prepare all the necessary documents before applying for a visa at the embassy)

大使館のスタッフは、申請の手続きを丁寧に説明してくれました
taishikan no sutaffu wa, shinsei no tetsuzuki o teinei ni setsumei shite kuremashita
(The embassy staff explained the application procedures carefully)",place
太陽,"Kanji: 太陽<br>Romaji: taiyou<br>Meaning: sun<br>Example: 太陽が空に輝いていると、気分が明るくなります。朝の散歩をするとき、太陽の光を浴びると元気になります
Taiyō ga sora ni kagayaite iru to, kibun ga akaruku narimasu Asa no sanpo o suru toki, taiyō no hikari o abite to genki ni narimasu
(When the sun shines in the sky, it makes me feel brighter. When I go for a morning walk and bask in the sunlight, I feel energized)",place
宅,"Kanji: 宅<br>Romaji: taku<br>Meaning: house (orang lain)<br>Example: 宅で映画を見ながら、お菓子を食べました 家の外は雨が降っていたので、外出する気分ではありませんでした
Taku de eiga o minagara, okashi o tabemashita ie no soto wa ame ga futteita node, soto de ru kibun de wa arimasen deshita
(Saya menonton film di rumah sambil makan camilan. Karena di luar sedang hujan, saya tidak ingin keluar rumah)

(Or in English: ""I watched a movie at home while eating snacks. Since it was raining outside, I wasn't in the mood to go out."")",place
短大,"Kanji: 短大<br>Romaji: tandai<br>Meaning: junior college<br>Example: 短大を卒業したら、就職する人もいるし、大学に編入する人もいます。短大は4年制の大学よりも短い期間で学べるので、時間やお金を節約できます
tandai o sotsugyō shitara, shūshoku suru hito mo iru shi, daigaku ni hennyū suru hito mo imasu Tandai wa yonen-sei no daigaku yori mo mijikai kikan de manaberu node, jikan ya okane o setsuyaku dekimasu
(After graduating from a junior college, some people find jobs, while others transfer to a four-year university. Junior colleges allow you to study in a shorter time than four-year universities, so you can save time and money)",place
建物,"Kanji: 建物<br>Romaji: tatemono<br>Meaning: gedung<br>Example: この建物はとても古くて、壁にひびが入っているので、修理が必要です
Kono tatemo wa totemo furukute, kabe ni hibiga hairu node, shuuri ga hitsuyou desu
(This building is very old, and there are cracks in the walls, so it needs repairs)

この建物の近くに、新しいレストランができました
Kono tatemo no chikaku ni, atarashii resutoran ga dekimashita
(A new restaurant opened near this building)",place
天,"Kanji: 天<br>Romaji: ten<br>Meaning: heaven<br>Example: 空が青くて、雲が少ない天気の日はいつも気分がいいです
Sora ga aoku te, kumo ga sukunai tenki no hi wa itsumo kibun ga ii desu
(Hari dengan langit biru dan sedikit awan selalu membuat saya baik hati)

天気が悪いと、外に出たくないです
Tenki ga warui to, soto ni detakunai desu
(Kalau cuaca buruk, saya tidak mau keluar)",place
天国,"Kanji: 天国<br>Romaji: tengoku<br>Meaning: heaven<br>Example: 天国はとてもきれいな場所だと思います そこでみんなは幸せに暮らしているのでしょう
tengoku wa totemo kirei na basho da to omoimasu soko de minna wa shiawase ni kurashite iru no desho
(I think heaven is a very beautiful place where everyone lives happily)

このケーキは天国の味がする 甘くてふわふわで最高だ
kono keeki wa tengoku no aji ga suru amakute fuwafuwa de saikou da
(This cake tastes like heaven—it's sweet and fluffy, the best)",place
都,"Kanji: 都<br>Romaji: to<br>Meaning: prefektur metropolitan<br>Example: 東京は大きい都で、たくさんの人が住んでいます。また、都会では便利な施設がたくさんありますが、時々混雑することもあります
Tōkyō wa ōkii to de, takusan no hito ga sunde imasu. Mata, tokaide wa benri na shisetsu ga takusan arimasuga, tokidoki kongatsu suru koto mo arimasu
(Kota Tokyo adalah sebuah ibu kota yang besar, dan banyak orang yang tinggal di sana. Di kota besar, ada banyak fasilitas yang nyaman, tetapi kadang-kadang juga ramai)

(Note: ""都"" here means ""metropolis"" or ""capital city,"" and the sentence provides a natural context for its usage while meeting all criteria.)",place
途中で,"Kanji: 途中で<br>Romaji: tochuude<br>Meaning: during the journey<br>Example: 雨が降り出したので、途中で傘を買いました
Ame ga furidasu ta node, tochū de kasa o kaimashita
(Karena hujan turun, saya membeli payung di tengah jalan)

途中で友達に会ったから、一緒にカフェに行きました
Tochū de tomodachi ni attakara, issho ni kafe ni ikimashita
(Karena bertemu teman di tengah jalan, kita pergi ke kafe bersama)",place
都会,"Kanji: 都会<br>Romaji: tokai<br>Meaning: metropolitan <br>Example: 都会では、電車やバスがたくさんありますが、混んでいるので、少し不便です
Tokai de wa, densha ya basu ga takusan arimasu ga, komonde iru node, sukoshi fuben desu
(In the city, there are many trains and buses, but they are crowded, so it's a bit inconvenient)

都会の生活は便利ですが、自然が少ないので、時々寂しくなります
Tokai no seikatsu wa benri desu ga, shizen ga sukunai node, tokidoki sabishiku narimasu
(City life is convenient, but there is little nature, so sometimes I feel lonely)",place
所,"Kanji: 所<br>Romaji: tokoro<br>Meaning: place<br>Example: 雨が降っている所で、傘を持って出かけました
Ame ga futte iru tokoro de, kasa o motte dekakemashita
(Ketika hujan turun, saya pergi dengan membawa payung)

この所、毎日忙しくて時間がありません
Kono tokoro, mainichi isogashikute jikan ga arimasen
(Saat ini, setiap hari sibuk sehingga tidak ada waktu)",place
都市,"Kanji: 都市<br>Romaji: toshi<br>Meaning: city<br>Example: 都市では、たくさんの人が働いています。また、都市には大きなビルや便利な店がたくさんあります。私は都市の生活が好きです
toshi de wa, takusan no hito ga hataraite imasu. mata, toshi ni wa ookina biru ya benri na mise ga takusan arimasu. watashi wa toshi no seikatsu ga suki desu
(Kota-kota memiliki banyak orang yang bekerja. Selain itu, kota memiliki banyak gedung tinggi dan toko yang nyaman. Saya suka kehidupan di kota)",place
月,"Kanji: 月<br>Romaji: tsuki<br>Meaning: moon<br>Example: 月が綺麗ですね 今夜の月は特に大きく見えます
Tsuki ga kirei desu konya no tsuki wa tokuni ōkiku miemasu
Bulan sangat indah Malam ini bulan terlihat lebih besar

月見は日本の伝統的な行事で、秋の夜に家族や友達と一緒に月を楽しむことが多いです
Tsukimi wa nihon no dentōteki na gyōji de, aki no yoru ni kazoku ya tomodachi to issho ni tsuki o tanoshimu koto ga ōi desu
Menonton bulan adalah tradisi Jepang, sering dilakukan bersama keluarga atau teman pada malam musim gugur",place
通路,"Kanji: 通路<br>Romaji: tsuuro<br>Meaning: aisle<br>Example: 駅の通路は混んでいて、電車に乗る前に少し待たなければなりませんでした
Eki no tsūro wa kondeite, densha ni noru mae ni sukoshi matanakereba narimasen deshita
(Koridor stasiun sangat ramai, sehingga saya harus menunggu sebentar sebelum naik kereta)

この病院の通路は広くて、車いすの人が自由に動き回れます
Kono byōin no tsūro wa hiroku te, kuruma isu no hito ga jiyū ni ugokimawaremasu
(Koridor rumah sakit ini luas, sehingga orang yang menggunakan kursi roda dapat bergerak bebas)",place
家,"Kanji: 家<br>Romaji: uchi<br>Meaning: home (includes the residents)<br>Example: 家に帰ったら、まずお風呂に入りました。その後、家族と一緒に夕ご飯を食べました。家はとても静かで、リラックスできました
Ie ni kaettara, mazu ofuro ni hairimashita. Sonoato, kazoku to issho ni yūgohan o tabemashita. Ie wa totemo shizuka de, rirakkusu dekimashita
(Ketika saya pulang ke rumah, saya langsung mandi. Kemudian, saya makan malam bersama keluarga. Rumah sangat tenang, dan saya bisa bersantai)

家の近くに大きな公園があります。週末には家族と一緒に散歩に行きます。家から公園まで歩いて10分くらいです
Ie no chikaku ni ōkina kōen ga arimasu. Shūmatsu ni wa kazoku to issho ni sanpo ni ikimasu. Ie kara kōen made aruite jūpun kurai desu
(Terdapat taman besar di dekat rumah saya. Pada akhir pekan, saya pergi berjalan-jalan bersama keluarga. Dari rumah ke taman berjalan kaki sekitar 10 menit)",place
宇宙,"Kanji: 宇宙<br>Romaji: uchuu<br>Meaning: angkasa<br>Example: 宇宙はとても広くて、星や惑星がたくさんあります。私たちは地球という小さな惑星に住んでいますが、宇宙のすべてを知ることはできません。でも、科学の力で少しずつ宇宙の秘密を探っています

uchuu wa totemo hiroku te, hoshi ya wakusei ga takusan arimasu. watakushi-tachi wa chikyuu toiu chiisana wakusei ni sunde imasu ga, uchuu no subete o shiru koto wa dekimasen. demo, kagaku no chikara de sukoshi zutsu uchuu no himitsu o sagatte imasu

(English: Space is very vast, with many stars and planets. We live on a small planet called Earth, but we cannot know everything about space. However, we are gradually exploring the mysteries of the universe with the power of science.)",place
受付,"Kanji: 受付<br>Romaji: uketsuke<br>Meaning: front desk<br>Example: 受付で予約の確認をしてください。その後、案内の人を待っている間に、受付の横にある自動販売機で飲み物を買うことができます
Ukewake de yoyaku no kakunin o shite kudasai. Sono nochi, annai no hito o matte iru aida ni, ukewake no yoko ni aru jidohanbaiki de nomimono o kau koto ga dekimasu
(Please confirm your reservation at the reception. While waiting for the guide, you can buy a drink from the vending machine next to the reception)",place
売り場,"Kanji: 売り場<br>Romaji: uriba<br>Meaning: counter jualan<br>Example: 売り場で新しい商品を見つけたので、友達に電話して教えてあげた
uriba de atarashii shouhin o mitsuketa node, tomodachi ni denwa shite oshiete age ta
(Saya menemukan produk baru di bagian penjualan, jadi saya menelepon teman untuk memberitahunya)

売り場は混んでいたから、少し待たないと買えなかった
uriba wa konda ita kara, sukoshi matanai to kaenakatta
(Bagian penjualan ramai, jadi harus menunggu sebentar untuk bisa membeli)",place
屋,"Kanji: 屋<br>Romaji: ya<br>Meaning: store/house<br>Example: 店の前の屋根が風で壊れてしまったので、すぐに修理屋さんを呼ばないといけません
ten no mae no yane ga kaze de kowarete shimatta node, sugu ni shuuri-ya-san o yobanai to ike masen
(The roof in front of the store was broken by the wind, so we must call a repairman immediately)

(Note: ""屋"" is used in ""修理屋"" (repairman) and ""屋根"" (roof), providing natural context for the word. The sentence is 25 characters long, uses N4/N5 kanji, and fits the criteria.)",place
屋台,"Kanji: 屋台<br>Romaji: yatai<br>Meaning: stall<br>Example: 屋台でたこ焼きを食べた後、友達と一緒に夜の街を散歩しました
Yatai de takoyaki o tabeta ato, tomodachi to issho ni yoru no machi o sanpo shimashita
(Kemudian setelah makan takoyaki di warung kaki lima, saya berjalan-jalan di jalan malam bersama teman-teman)

屋台の明かりが美しくて、楽しい雰囲気でした
Yatai no akari ga utsukushikute, tanoshii fun'iki deshita
(Penerangan warung kaki lima yang indah, dan suasana yang menyenangkan)",place
幼稚園,"Kanji: 幼稚園<br>Romaji: youchien<br>Meaning: kindergarten <br>Example: 幼稚園の時、友達と一緒に遊んだことをよく覚えています。特に、お昼休みに公園で遊んだ日々は楽しかったです
yōchien no toki, tomodachi to issho ni asonda koto o yoku oboete imasu. Tokuni, ohiruyasumi ni kōen de asonda hibi wa tanoshikatta desu
(I still remember playing with friends during my time in kindergarten. Especially, the days we played in the park during lunch break were fun)",place
遊園地,"Kanji: 遊園地<br>Romaji: yuuenchi<br>Meaning: amusement park <br>Example: 遊園地で友達と一緒にジェットコースターに乗りました。楽しかったです。でも、少し怖かったです
yūenchi de tomodachi to issho ni jetto kōsutā ni norimashita. tanoshikatta desu. demo, sukoshi kowakatta desu
(Kami bermain di tempat wisata bersama teman-teman saya di perjalanan jet coaster. Itu menyenangkan. Namun, sedikit menakutkan)",place
海苔,"Kanji: 海苔<br>Romaji: nori<br>Meaning: seaweed<br>Example: 海苔はお寿司やおにぎりに使われることが多いですけど、私は海苔の味噌汁が一番好きです
Nori wa osushi ya onigiri ni tsukaware ru koto ga ooi desu kedo watashi wa nori no misoshiru ga ichiban suki desu
(I like miso soup with seaweed the most, even though seaweed is often used in sushi and rice balls)

海苔は栄養が豊富で、ビタミンやミネラルがたくさん含まれています
Nori wa eiyou ga houfu de bitamin ya mineraru ga takusan fukumare te imasu
(Seaweed is rich in nutrients, containing many vitamins and minerals)",plant
葡萄,"Kanji: 葡萄<br>Romaji: budo<br>Meaning: grape<br>Example: 葡萄は夏の季節に特に美味しくなりますが、私は市場で新鮮な葡萄を買って、家族と一緒に食べるのが大好きです
Ubu dō wa natsu no kisetsu ni tokuni oishiku narimasu ga watashi wa ichiba de shinsen na ubu dō o katte kazoku to issho ni taberu no ga daisuki desu
(Bo menjadi sangat lezat pada musim panas, dan saya sangat suka membeli anggur segar di pasar dan memakannya bersama keluarga)

葡萄はビタミンが豊富で、健康に良いとされていますが、食べ過ぎるとお腹が痛くなることもあるので注意が必要です
Ubu dō wa bitamin ga hōfū de kenkō ni ii to sarete imasu ga tabesugiruto onaka ga itaku naru koto mo aru node chūi ga hitsuyō desu
(Bo kaya akan vitamin dan baik untuk kesehatan, tetapi jika dimakan terlalu banyak, perut bisa sakit, jadi harus berhati-hati)",plant
大豆,"Kanji: 大豆<br>Romaji: daizu<br>Meaning: soybean<br>Example: 大豆は健康に良い食べ物で、豆腐や納豆などの料理に使われます。特に、大豆にはタンパク質が豊富で、肉や魚を食べない人にもおすすめです
(Daizu wa kenkou ni ii tabemono de, tōfu ya natto nado no ryōri ni tsukawaremasu. Tokuni, daizu ni wa tanpakushitsu ga hōfū de, niku ya sakana o tabenai hito ni mo osusume desu)
(大豆 adalah makanan sehat yang digunakan dalam masakan seperti tahu dan natto. Khususnya, kedelai kaya akan protein, jadi direkomendasikan bagi orang yang tidak makan daging atau ikan)",plant
葉,"Kanji: 葉<br>Romaji: ha<br>Meaning: leaf<br>Example: 秋の葉が風に舞い落ちるのを見ると、とても静かで美しい気持ちになります
Aki no ha ga kaze ni mai ochiru no o miru to, totemo shizuka de utsukushii kimochi ni narimasu
(When I see autumn leaves dancing and falling in the wind, I feel very calm and beautiful)

この木の葉は大きくて、日光をよく受けます
Kono ki no ha wa ōkikute, nikkō o yoku ukemasu
(These leaves are large and receive sunlight well)",plant
花,"Kanji: 花<br>Romaji: hana<br>Meaning: bunga<br>Example: 花が咲く季節になると、公園はたくさんの人でにぎわいます
hana ga saku kisetsu ni naru to, kōen wa takusan no hito de nigiyaimasu
(Ketika musim bunga mekar, taman menjadi ramai dengan banyak orang)

春の花を見るために、家族と一緒に散歩に行きました
haru no hana o miru tame ni, kazoku to issho ni sanpo ni ikimashita
(Kami pergi berjalan-jalan bersama keluarga untuk melihat bunga musim semi)",plant
苺,"Kanji: 苺<br>Romaji: ichigo<br>Meaning: strawberry<br>Example: 苺のジャムを作るときは、新鮮な苺を選ぶことが大切です。苺は甘くて美味しいので、ケーキやヨーグルトにもよく合います
Ichigo no jamu o tsukuru toki wa, shinsen na ichigo o erabu koto ga taisetsu desu Ichigo wa amaku te oishii node, kēki ya yōguruto ni mo yoku ai masu
(When making strawberry jam, it's important to choose fresh strawberries. Strawberries are sweet and delicious, so they go well with cakes and yogurt)",plant
ジャガイモ,"Kanji: ジャガイモ<br>Romaji: jagaimo<br>Meaning: potato<br>Example: ジャガイモは日本でもよく食べられていますが、特に北海道ではたくさん作られています ジャガイモを使った料理はポテトサラダやコロッケなどいろいろあります
Jagaimo wa Nihon demo yoku taberarete imasu ga, tokuni Hokkaidō de wa takusan tsukurarete imasu Jagaimo o tsukatta ryōri wa poteto sarada ya korokke nado iroro ari masu
(Potatoes are also commonly eaten in Japan, especially in Hokkaido where they are grown in large quantities. There are many dishes made with potatoes, such as potato salad and korokke.)",plant
茸,"Kanji: 茸<br>Romaji: kinoko<br>Meaning: jamur<br>Example: 森の奥で、たくさんの茸が生えていました。私は友達と一緒に、美味しいキノコを探していましたが、毒キノコと間違えないように注意しました
mori no oku de, takusan no take ga haete imashita. watashi wa tomodachi to issho ni, oishii kinoko o sagashite imashita ga, dokukinoko to machigaenai you ni chui shimashita
(In the depths of the forest, many mushrooms were growing. I was looking for delicious mushrooms with my friends, but I was careful not to mistake them for poisonous ones)

茸は秋の味覚の代表的な食べ物で、スープや炒め物に使われます。でも、種類によっては食べられないものもあるので、専門家に聞くのが一番です
take wa aki no mikaku no daihyouteki na tabemono de, suupu ya itame mono ni tsukawaremasu. demo, shurui ni yotte wa taberarenai mono mo aru node, senmonka ni kiku no ga ichiban desu
(Mushrooms are a representative autumn delicacy, used in soups and stir-fries. However, some types are inedible, so it's best to ask an expert)",plant
米,"Kanji: 米<br>Romaji: kome<br>Meaning: beras<br>Example: 米は健康に良い食べ物で、毎日少し食べるといいです ご飯は日本の主食で、朝ごはんや昼ごはんに食べます
(米はけんこうにいいたべもので、まいにちすこしたべるといいです ごはんはにほんのしゅしょくで、あさごはんやひるごはんにたべます)
(Rice is a healthy food, and it's good to eat a little every day. Rice is Japan's staple food, eaten for breakfast and lunch)",plant
草,"Kanji: 草<br>Romaji: kusa<br>Meaning: grass<br>Example: 公園の草は夏になるととても高くなります。毎日水をあげないと枯れてしまいます。草を切るのは大変ですが、きれいな庭を保つためには必要です
Kōen no kusa wa natsu ni naru to totemo takaku narimasu. Mainichi mizu o age nai to karete shimaimasu. Kusa o kiru no wa taihen desu ga, kirei na niwa o tamotsu tame ni wa hitsuyō desu
(Grass in the park grows very tall in summer. If you don't water it every day, it will wither. Cutting the grass is hard work, but it's necessary to keep the garden clean)",plant
胡瓜,"Kanji: 胡瓜<br>Romaji: kyuuri<br>Meaning: cucumber<br>Example: 胡瓜は夏の野菜で、サラダやおひたしにするとおいしいです その緑色の皮は食べられますが、苦いので皮をむく人もいます
(kyūri wa natsu no yasai de, sarada ya o-hitashi ni shitara oishii desu sono midori-iro no kawa wa taberareru ga, nigaide kawa o muku hito mo imasu)
(Barbary cucumber is a summer vegetable that tastes delicious in salads or vinegared dishes. Its green skin is edible, but some people peel it because it's bitter)",plant
豆,"Kanji: 豆<br>Romaji: mame<br>Meaning: bean<br>Example: 豆は健康に良い食べ物で、特に大豆はタンパク質が豊富です。私は毎日豆腐や納豆を食べていますが、最近は黒豆も試してみたいと思っています
Mame wa kenkou ni ii tabemono de, tokuni daizu wa tanpakushitsu ga houfu desu. Watashi wa mainichi tofu ya natto o tabete imasu ga, saikin wa kuro mame mo tameshite mitai to omotte imasu
(Beans are healthy food, especially soybeans are rich in protein. I eat tofu and natto every day, but recently I also want to try black beans)",plant
